city,snapshot_at,hex_id,neighborhood,alert_id,headline,short_description,severity,service,alert_category
london,2026-05-25T11:02:18.552497+00:00,unmapped_city_of_london,City of London,0,Central: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_city_of_london,City of London,0,Circle: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_westminster,Westminster,0,District: Part Closure,,5.0,tfl,other
london,2026-05-25T11:02:18.552497+00:00,unmapped_canary_wharf,Canary Wharf,0,DLR: Part Closure,,5.0,tfl,other
london,2026-05-25T11:02:18.552497+00:00,unmapped_west_end,West End,0,Hammersmith & City: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_canary_wharf,Canary Wharf,0,Jubilee: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_north_london,North London,0,Metropolitan: Severe Delays,,6.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_mildmay,Mildmay,0,Mildmay: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_west_end,West End,0,Northern: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_west_end,West End,0,Piccadilly: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_westminster,Westminster,0,Waterloo & City: Planned Closure,,4.0,tfl,other
london,2026-05-25T11:02:18.552497+00:00,unmapped_windrush,Windrush,0,Windrush: Minor Delays,,9.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_westminster,Westminster,0,Bakerloo: Minor Delays,signal failure,6.0,tfl,delay
london,2026-05-25T11:02:18.552497+00:00,unmapped_lioness,Lioness,0,Lioness: Severe Delays,,6.0,tfl,delay
