city,snapshot_at,signal_type,metric,observed,baseline,z_score,severity,message
chicago,2026-05-23T15:44:31.296221+00:00,reroute_share_spike,reroute_share,0.754,0.55,2.55,medium,Reroute share 75% vs baseline 55% (z=2.55)
