city_stress_index,transit_load_score,weather_risk_score,precip_risk_score,disruption_ratio_score,active_cta_alerts,active_noaa_alerts,avg_precip_pct_next_periods,reroute_count,delay_count,city,snapshot_at,active_civic311_requests,active_transit_alerts,data_refreshed_at,last_weather_ingest_at,last_transit_ingest_at,last_civic311_ingest_at,last_airport_ingest_at,airport_flight_category,airport_visibility_sm,airport_ops_stress,active_airport_stations,airport_stations_summary,trend_avg_interest,fred_series_count,infrastructure_failure_risk,infrastructure_fatigue_risk,bridge_risk_score,road_surface_risk_score,open_infrastructure_requests,infrastructure_summary
79.77,36.12,25.0,3.65,15.0,0,4,16.59,96,3,chicago,2026-05-24T14:10:06.156552+00:00,300.0,129.0,2026-05-24T14:06:34.257000+00:00,2026-05-24T14:06:32.021000+00:00,2026-05-24T14:06:32.720000+00:00,2026-05-24T14:06:34.257000+00:00,2026-05-24T01:19:49.628000+00:00,VFR,0.0,5.0,2.0,Midway International: VFR; O'Hare International: VFR,0.0,0.0,100.0,67.94,0.0,9.0,20.0,road 9; structural 20; 5 critical open
